Transaction Type,Timekeeper Nickname 1,Client Nickname 1,Activity Nickname 1,Reference Nickname 1,Extra,Transaction Date,Hold
Expense,SamS,West Bridgewater,Pavers,,Slip: e1024,5/8/2013,No
Expense,ShawnR,West Brookfield,Wood,AAA-Project,Slip: e1025,5/9/2013,Yes
Expense,TomH,West Newbury,First aid,EEE-Project,Slip: e1026,5/9/2013,No
Expense,CoreyM,West Springfield,Plants,III-Project,Slip: e1027,5/9/2013,No
Expense,ElvisP,West Stockbridge,Landscape Supplies,OOO-Project,Slip: e1028,5/9/2013,No
Expense,JamesR,West Tisbury,Snacks,UUU-Project,Slip: e1029,5/9/2013,No
Expense,SamS,Westborough,Consultants,WESTB-Project01,Slip: e1030,5/9/2013,No
Expense,ShawnR,Westfield,Hand Tools,WESTF-Project02,Slip: e1031,5/9/2013,No
Expense,TomH,Westford,Power Tools,,Slip: e1032,5/9/2013,No
Expense,CoreyM,Westhampton,Cleanup Supplies,AAA-Project,Slip: e1033,5/10/2013,No
Expense,ElvisP,Westminster,Pavers,EEE-Project,Slip: e1034,5/10/2013,No
Expense,JamesR,Weston,Wood,III-Project,Slip: e1035,5/10/2013,No
Expense,SamS,Westport,First aid,OOO-Project,Slip: e1036,5/10/2013,No
Expense,ShawnR,Westwood,Plants,UUU-Project,Slip: e1037,5/10/2013,No
Expense,TomH,Weymouth,Landscape Supplies,WEYMO-Project01,Slip: e1038,5/10/2013,No
Expense,CoreyM,Whately,Snacks,WHATE-Project02,Slip: e1039,5/10/2013,No
Expense,ElvisP,Whitman,Consultants,,Slip: e1040,5/10/2013,No
Expense,JamesR,Wilbraham,Hand Tools,AAA-Project,Slip: e1041,5/11/2013,No
Expense,SamS,Williamsburg,Power Tools,EEE-Project,Slip: e1042,5/11/2013,No
Expense,ShawnR,Williamstown,Cleanup Supplies,III-Project,Slip: e1043,5/11/2013,No
Expense,TomH,Wilmington,Pavers,OOO-Project,Slip: e1044,5/11/2013,No
Expense,CoreyM,Winchendon,Wood,UUU-Project,Slip: e1045,5/11/2013,No
Expense,ElvisP,Winchester,First aid,WINCH-Project01,Slip: e1046,5/11/2013,No
Expense,JamesR,Windsor,Plants,WINDS-Project02,Slip: e1047,5/11/2013,No
Expense,SamS,Winthrop,Landscape Supplies,,Slip: e1048,5/11/2013,No
Expense,ShawnR,Woburn,Snacks,AAA-Project,Slip: e1049,5/12/2013,No
Expense,TomH,Worcester,Consultants,EEE-Project,Slip: e1050,5/12/2013,Yes
Expense,CoreyM,Worthington,Hand Tools,III-Project,Slip: e1051,5/12/2013,No
Expense,ElvisP,Wrentham,Power Tools,OOO-Project,Slip: e1052,5/12/2013,No
Expense,JamesR,Yarmouth,Cleanup Supplies,UUU-Project,Slip: e1053,5/12/2013,No
Expense,SamS,Abington,Pavers,OOO-Project,Slip: e1054,5/12/2013,No
Expense,ShawnR,Acton,Wood,UUU-Project,Slip: e1055,5/12/2013,No
Expense,TomH,Acushnet,First aid,,Slip: e1056,5/12/2013,No
Expense,CoreyM,Adams,Plants,AAA-Project,Slip: e1057,5/13/2013,No
Expense,ElvisP,Agawam,Landscape Supplies,AGAWA-Project01,Slip: e1058,5/13/2013,No
Expense,JamesR,Alford,Snacks,ALFOR-Project02,Slip: e1059,5/13/2013,No
Expense,SamS,Amesbury,Consultants,EEE-Project,Slip: e1060,5/13/2013,No
Expense,ShawnR,Amherst,Hand Tools,III-Project,Slip: e1061,5/13/2013,No
Expense,TomH,Andover,Power Tools,OOO-Project,Slip: e1062,5/13/2013,No
Expense,CoreyM,Aquinnah,Cleanup Supplies,UUU-Project,Slip: e1063,5/13/2013,No
Expense,ElvisP,Arlington,Pavers,,Slip: e1064,5/13/2013,No
Expense,JamesR,Ashburnham,Wood,AAA-Project,Slip: e1065,5/14/2013,No
Expense,SamS,Ashby,First aid,ASHBY-Project01,Slip: e1066,5/14/2013,No
Expense,ShawnR,Ashfield,Plants,ASHFI-Project02,Slip: e1067,5/14/2013,No
Expense,TomH,Ashland,Landscape Supplies,EEE-Project,Slip: e1068,5/14/2013,No
Expense,CoreyM,Athol,Snacks,III-Project,Slip: e1069,5/14/2013,No
Expense,ElvisP,Attleboro,Consultants,OOO-Project,Slip: e1070,5/14/2013,No
Expense,JamesR,Auburn,Hand Tools,UUU-Project,Slip: e1071,5/14/2013,No
Expense,SamS,Avon,Power Tools,,Slip: e1072,5/14/2013,No
Expense,ShawnR,Ayer,Cleanup Supplies,AAA-Project,Slip: e1073,5/15/2013,No
Expense,TomH,Barnstable,Pavers,BARNS-Project01,Slip: e1074,5/15/2013,No
Expense,CoreyM,Barre,Wood,BARRE-Project02,Slip: e1075,5/15/2013,Yes
Expense,ElvisP,Becket,First aid,EEE-Project,Slip: e1076,5/15/2013,No
Expense,JamesR,Bedford,Plants,III-Project,Slip: e1077,5/15/2013,No
Expense,SamS,Belchertown,Landscape Supplies,OOO-Project,Slip: e1078,5/15/2013,No
Expense,ShawnR,Bellingham,Snacks,UUU-Project,Slip: e1079,5/15/2013,No
Expense,TomH,Belmont,Consultants,,Slip: e1080,5/15/2013,No
Expense,CoreyM,Berkley,Hand Tools,AAA-Project,Slip: e1081,5/16/2013,No
Expense,ElvisP,Berlin,Power Tools,BERLI-Project01,Slip: e1082,5/16/2013,No
Expense,JamesR,Bernardston,Cleanup Supplies,BERNA-Project02,Slip: e1083,5/16/2013,No
Expense,SamS,Beverly,Pavers,EEE-Project,Slip: e1084,5/16/2013,No
Expense,ShawnR,Billerica,Wood,III-Project,Slip: e1085,5/16/2013,No
Expense,TomH,Blackstone,First aid,OOO-Project,Slip: e1086,5/16/2013,No
Expense,CoreyM,Blandford,Plants,UUU-Project,Slip: e1087,5/16/2013,No
Expense,ElvisP,Bolton,Landscape Supplies,,Slip: e1088,5/16/2013,No
Expense,JamesR,Boston,Snacks,AAA-Project,Slip: e1089,5/17/2013,No
Expense,SamS,Bourne,Consultants,BOURN-Project01,Slip: e1090,5/17/2013,No
Expense,ShawnR,Boxborough,Hand Tools,BOXBO-Project02,Slip: e1091,5/17/2013,No
Expense,TomH,Boxford,Power Tools,EEE-Project,Slip: e1092,5/17/2013,No
Expense,CoreyM,Boylston,Cleanup Supplies,III-Project,Slip: e1093,5/17/2013,No
Expense,ElvisP,Braintree,Pavers,OOO-Project,Slip: e1094,5/17/2013,No
Expense,JamesR,Brewster,Wood,UUU-Project,Slip: e1095,5/17/2013,No
Expense,SamS,Bridgewater,First aid,,Slip: e1096,5/17/2013,No
Expense,ShawnR,Brimfield,Plants,AAA-Project,Slip: e1097,5/18/2013,No
Expense,TomH,Brockton,Landscape Supplies,BROCK-Project01,Slip: e1098,5/18/2013,No
Expense,CoreyM,Brookfield,Snacks,BROOK-Project02,Slip: e1099,5/18/2013,No
Expense,ElvisP,Brookline,Consultants,EEE-Project,Slip: e1100,5/18/2013,Yes
Expense,JamesR,Buckland,Hand Tools,III-Project,Slip: e1101,5/18/2013,No
Expense,SamS,Burlington,Power Tools,OOO-Project,Slip: e1102,5/18/2013,No
Expense,ShawnR,Cambridge,Cleanup Supplies,UUU-Project,Slip: e1103,5/18/2013,No
Expense,TomH,Canton,Pavers,,Slip: e1104,5/18/2013,No
Expense,CoreyM,Carlisle,Wood,AAA-Project,Slip: e1105,5/19/2013,No
Expense,ElvisP,Carver,First aid,CARVE-Project01,Slip: e1106,5/19/2013,No
Expense,JamesR,Charlemont,Plants,CHARL-Project02,Slip: e1107,5/19/2013,No
Expense,SamS,Charlton,Landscape Supplies,EEE-Project,Slip: e1108,5/19/2013,No
Expense,ShawnR,Chatham,Snacks,III-Project,Slip: e1109,5/19/2013,No
Expense,TomH,Chelmsford,Consultants,OOO-Project,Slip: e1110,5/19/2013,No
Expense,CoreyM,Chelsea,Hand Tools,UUU-Project,Slip: e1111,5/19/2013,No
Expense,ElvisP,Cheshire,Power Tools,,Slip: e1112,5/19/2013,No
Expense,JamesR,Chester,Cleanup Supplies,AAA-Project,Slip: e1113,5/20/2013,No
Expense,SamS,Chesterfield,Pavers,CHEST-Project01,Slip: e1114,5/20/2013,No
Expense,ShawnR,Chicopee,Wood,CHICO-Project02,Slip: e1115,5/20/2013,No
Expense,TomH,Chilmark,First aid,EEE-Project,Slip: e1116,5/20/2013,No
Expense,CoreyM,Clarksburg,Plants,III-Project,Slip: e1117,5/20/2013,No
Expense,ElvisP,Clinton,Landscape Supplies,OOO-Project,Slip: e1118,5/20/2013,No
Expense,JamesR,Cohasset,Snacks,UUU-Project,Slip: e1119,5/20/2013,No
Expense,SamS,Colrain,Consultants,,Slip: e1120,5/20/2013,No
Expense,ShawnR,Concord,Hand Tools,AAA-Project,Slip: e1121,5/21/2013,No
Expense,TomH,Conway,Power Tools,CONWA-Project01,Slip: e1122,5/21/2013,No
Expense,CoreyM,Cummington,Cleanup Supplies,CUMMI-Project02,Slip: e1123,5/21/2013,No
Expense,ElvisP,Dalton,Pavers,EEE-Project,Slip: e1124,5/21/2013,No
Expense,JamesR,Danvers,Wood,III-Project,Slip: e1125,5/21/2013,Yes
Expense,SamS,Dartmouth,First aid,OOO-Project,Slip: e1126,5/21/2013,No
Expense,ShawnR,Dedham,Plants,UUU-Project,Slip: e1127,5/21/2013,No
Expense,TomH,Deerfield,Landscape Supplies,,Slip: e1128,5/21/2013,No
Expense,CoreyM,Dennis,Snacks,AAA-Project,Slip: e1129,5/22/2013,No
Expense,ElvisP,Dighton,Consultants,DIGHT-Project01,Slip: e1130,5/22/2013,No
Expense,JamesR,Douglas,Hand Tools,DOUGL-Project02,Slip: e1131,5/22/2013,No
Expense,SamS,Dover,Power Tools,EEE-Project,Slip: e1132,5/22/2013,No
Expense,ShawnR,Dracut,Cleanup Supplies,III-Project,Slip: e1133,5/22/2013,No
Expense,TomH,Dudley,Pavers,OOO-Project,Slip: e1134,5/22/2013,No
Expense,CoreyM,Dunstable,Wood,UUU-Project,Slip: e1135,5/22/2013,No
Expense,ElvisP,Duxbury,First aid,,Slip: e1136,5/22/2013,No
Expense,JamesR,East Bridgewater,Plants,AAA-Project,Slip: e1137,5/23/2013,No
Expense,SamS,East Brookfield,Landscape Supplies,EASTB-Project01,Slip: e1138,5/23/2013,No
Expense,ShawnR,East Longmeadow,Snacks,EASTL-Project02,Slip: e1139,5/23/2013,No
Expense,TomH,Eastham,Consultants,EEE-Project,Slip: e1140,5/23/2013,No
Expense,CoreyM,Easthampton,Hand Tools,III-Project,Slip: e1141,5/23/2013,No
Expense,ElvisP,Easton,Power Tools,OOO-Project,Slip: e1142,5/23/2013,No
Expense,JamesR,Edgartown,Cleanup Supplies,UUU-Project,Slip: e1143,5/23/2013,No
Expense,SamS,Egremont,Pavers,,Slip: e1144,5/23/2013,No
Expense,ShawnR,Erving,Wood,AAA-Project,Slip: e1145,5/24/2013,No
Expense,TomH,Essex,First aid,EEE-Project,Slip: e1146,5/24/2013,No
Expense,CoreyM,Everett,Plants,EVERE-Project01,Slip: e1147,5/24/2013,No
Expense,ElvisP,Fairhaven,Landscape Supplies,FAIRH-Project02,Slip: e1148,5/24/2013,No
Expense,JamesR,Fall River,Snacks,III-Project,Slip: e1149,5/24/2013,No
Expense,SamS,Falmouth,Consultants,OOO-Project,Slip: e1150,5/24/2013,Yes
Expense,ShawnR,Fitchburg,Hand Tools,UUU-Project,Slip: e1151,5/24/2013,No
Expense,TomH,Florida,Power Tools,,Slip: e1152,5/24/2013,No
Expense,CoreyM,Foxborough,Cleanup Supplies,AAA-Project,Slip: e1153,5/25/2013,No
Expense,ElvisP,Framingham,Pavers,EEE-Project,Slip: e1154,5/25/2013,No
Expense,JamesR,Franklin,Wood,FRANK-Project01,Slip: e1155,5/25/2013,No
Expense,SamS,Freetown,First aid,FREET-Project02,Slip: e1156,5/25/2013,No
Expense,ShawnR,Gardner,Plants,III-Project,Slip: e1157,5/25/2013,No
Expense,TomH,Georgetown,Landscape Supplies,OOO-Project,Slip: e1158,5/25/2013,No
Expense,CoreyM,Gill,Snacks,UUU-Project,Slip: e1159,5/25/2013,No
Expense,ElvisP,Gloucester,Consultants,,Slip: e1160,5/25/2013,No
Expense,JamesR,Goshen,Hand Tools,AAA-Project,Slip: e1161,5/26/2013,No
Expense,SamS,Gosnold,Power Tools,EEE-Project,Slip: e1162,5/26/2013,No
Expense,ShawnR,Grafton,Cleanup Supplies,GRAFT-Project01,Slip: e1163,5/26/2013,No
Expense,TomH,Granby,Pavers,GRANB-Project02,Slip: e1164,5/26/2013,No
Expense,CoreyM,Granville,Wood,III-Project,Slip: e1165,5/26/2013,No
Expense,ElvisP,Great Barrington,First aid,OOO-Project,Slip: e1166,5/26/2013,No
Expense,JamesR,Greenfield,Plants,UUU-Project,Slip: e1167,5/26/2013,No
Expense,SamS,Groton,Landscape Supplies,,Slip: e1168,5/26/2013,No
Expense,ShawnR,Groveland,Snacks,AAA-Project,Slip: e1169,5/27/2013,No
Expense,TomH,Hadley,Consultants,EEE-Project,Slip: e1170,5/27/2013,No
Expense,CoreyM,Halifax,Hand Tools,HALIF-Project01,Slip: e1171,5/27/2013,No
Expense,ElvisP,Hamilton,Power Tools,HAMIL-Project02,Slip: e1172,5/27/2013,No
Expense,JamesR,Hampden,Cleanup Supplies,III-Project,Slip: e1173,5/27/2013,No
Expense,SamS,Hancock,Pavers,OOO-Project,Slip: e1174,5/27/2013,No
Expense,ShawnR,Hanover,Wood,UUU-Project,Slip: e1175,5/27/2013,Yes
Expense,TomH,Hanson,First aid,,Slip: e1176,5/27/2013,No
Expense,CoreyM,Hardwick,Plants,AAA-Project,Slip: e1177,5/28/2013,No
Expense,ElvisP,Harvard,Landscape Supplies,EEE-Project,Slip: e1178,5/28/2013,No
Expense,JamesR,Harwich,Snacks,HARWI-Project01,Slip: e1179,5/28/2013,No
Expense,SamS,Hatfield,Consultants,HATFI-Project02,Slip: e1180,5/28/2013,No
Expense,ShawnR,Haverhill,Hand Tools,III-Project,Slip: e1181,5/28/2013,No
Expense,TomH,Hawley,Power Tools,OOO-Project,Slip: e1182,5/28/2013,No
Expense,CoreyM,Heath,Cleanup Supplies,UUU-Project,Slip: e1183,5/28/2013,No
Expense,ElvisP,Hingham,Pavers,,Slip: e1184,5/28/2013,No
Expense,JamesR,Hinsdale,Wood,AAA-Project,Slip: e1185,5/29/2013,No
Expense,SamS,Holbrook,First aid,EEE-Project,Slip: e1186,5/29/2013,No
Expense,ShawnR,Holden,Plants,HOLDE-Project01,Slip: e1187,5/29/2013,No
Expense,TomH,Holland,Landscape Supplies,HOLLA-Project02,Slip: e1188,5/29/2013,No
Expense,CoreyM,Holliston,Snacks,III-Project,Slip: e1189,5/29/2013,No
Expense,ElvisP,Holyoke,Consultants,OOO-Project,Slip: e1190,5/29/2013,No
Expense,JamesR,Hopedale,Hand Tools,UUU-Project,Slip: e1191,5/29/2013,No
Expense,SamS,Hopkinton,Power Tools,,Slip: e1192,5/29/2013,No
Expense,ShawnR,Hubbardston,Cleanup Supplies,AAA-Project,Slip: e1193,5/30/2013,No
Expense,TomH,Hudson,Pavers,EEE-Project,Slip: e1194,5/30/2013,No
Expense,CoreyM,Hull,Wood,HULL-Project01,Slip: e1195,5/30/2013,No
Expense,ElvisP,Huntington,First aid,HUNTI-Project02,Slip: e1196,5/30/2013,No
Expense,JamesR,Ipswich,Plants,IPSWI-Project02,Slip: e1197,5/30/2013,No
Expense,SamS,Kingston,Landscape Supplies,OOO-Project,Slip: e1198,5/30/2013,No
Expense,ShawnR,Lakeville,Snacks,UUU-Project,Slip: e1199,5/30/2013,No
Expense,TomH,Lancaster,Consultants,,Slip: e1200,5/30/2013,Yes
Expense,CoreyM,Lanesborough,Hand Tools,AAA-Project,Slip: e1201,5/31/2013,No
Expense,ElvisP,Lawrence,Power Tools,EEE-Project,Slip: e1202,5/31/2013,No
Expense,JamesR,Lee,Cleanup Supplies,III-Project,Slip: e1203,5/31/2013,No
Expense,SamS,Leicester,Pavers,LEICE-Project01,Slip: e1204,5/31/2013,No
Expense,ShawnR,Lenox,Wood,LENOX-Project02,Slip: e1205,5/31/2013,No
Expense,TomH,Leominster,First aid,OOO-Project,Slip: e1206,5/31/2013,No
Expense,CoreyM,Leverett,Plants,UUU-Project,Slip: e1207,5/31/2013,No
Expense,ElvisP,Lexington,Landscape Supplies,,Slip: e1208,5/31/2013,No
Expense,JamesR,Leyden,Snacks,AAA-Project,Slip: e1209,6/1/2013,No
Expense,SamS,Lincoln,Consultants,EEE-Project,Slip: e1210,6/1/2013,No
Expense,ShawnR,Littleton,Hand Tools,III-Project,Slip: e1211,6/1/2013,No
Expense,TomH,Longmeadow,Power Tools,LONGM-Project01,Slip: e1212,6/1/2013,No
Expense,CoreyM,Lowell,Cleanup Supplies,LOWEL-Project02,Slip: e1213,6/1/2013,No
Expense,ElvisP,Ludlow,Pavers,OOO-Project,Slip: e1214,6/1/2013,No
Expense,JamesR,Lunenburg,Wood,UUU-Project,Slip: e1215,6/1/2013,No
Expense,SamS,Lynn,First aid,,Slip: e1216,6/1/2013,No
Expense,ShawnR,Lynnfield,Plants,AAA-Project,Slip: e1217,6/2/2013,No
Expense,TomH,Malden,Landscape Supplies,EEE-Project,Slip: e1218,6/2/2013,No
Expense,CoreyM,Manchester-by-the-Sea,Snacks,III-Project,Slip: e1219,6/2/2013,No
Expense,ElvisP,Mansfield,Consultants,MANSF-Project01,Slip: e1220,6/2/2013,No
Expense,JamesR,Marblehead,Hand Tools,MARBL-Project02,Slip: e1221,6/2/2013,No
Expense,SamS,Marion,Power Tools,OOO-Project,Slip: e1222,6/2/2013,No
Expense,ShawnR,Marlborough,Cleanup Supplies,UUU-Project,Slip: e1223,6/2/2013,No
Expense,TomH,Marshfield,Pavers,,Slip: e1224,6/2/2013,No
Expense,CoreyM,Mashpee,Wood,AAA-Project,Slip: e1225,6/3/2013,Yes
Expense,ElvisP,Mattapoisett,First aid,EEE-Project,Slip: e1226,6/3/2013,No
Expense,JamesR,Maynard,Plants,III-Project,Slip: e1227,6/3/2013,No
Expense,SamS,Medfield,Landscape Supplies,MEDFI-Project01,Slip: e1228,6/3/2013,No
Expense,ShawnR,Medford,Snacks,MEDFO-Project02,Slip: e1229,6/3/2013,No
Expense,TomH,Medway,Consultants,OOO-Project,Slip: e1230,6/3/2013,No
Expense,CoreyM,Melrose,Hand Tools,UUU-Project,Slip: e1231,6/3/2013,No
Expense,ElvisP,Mendon,Power Tools,,Slip: e1232,6/3/2013,No
Expense,JamesR,Merrimac,Cleanup Supplies,AAA-Project,Slip: e1233,6/4/2013,No
Expense,SamS,Methuen,Pavers,EEE-Project,Slip: e1234,6/4/2013,No
Expense,ShawnR,Middleborough,Wood,III-Project,Slip: e1235,6/4/2013,No
Expense,TomH,Middlefield,First aid,MIDDL-Project01,Slip: e1236,6/4/2013,No
Expense,CoreyM,Middleton,Plants,MIDDL-Project02,Slip: e1237,6/4/2013,No
Expense,ElvisP,Milford,Landscape Supplies,OOO-Project,Slip: e1238,6/4/2013,No
Expense,JamesR,Millbury,Snacks,UUU-Project,Slip: e1239,6/4/2013,No
Expense,SamS,Millis,Consultants,,Slip: e1240,6/4/2013,No
Expense,ShawnR,Millville,Hand Tools,AAA-Project,Slip: e1241,6/5/2013,No
Expense,TomH,Milton,Power Tools,EEE-Project,Slip: e1242,6/5/2013,No
Expense,CoreyM,Monroe,Cleanup Supplies,III-Project,Slip: e1243,6/5/2013,No
Expense,ElvisP,Monson,Pavers,MONSO-Project01,Slip: e1244,6/5/2013,No
Expense,JamesR,Montague,Wood,MONTA-Project02,Slip: e1245,6/5/2013,No
Expense,SamS,Monterey,First aid,OOO-Project,Slip: e1246,6/5/2013,No
Expense,ShawnR,Montgomery,Plants,UUU-Project,Slip: e1247,6/5/2013,No
Expense,TomH,Mount Washington,Landscape Supplies,,Slip: e1248,6/5/2013,No
Expense,CoreyM,Nahant,Snacks,AAA-Project,Slip: e1249,6/6/2013,No
Expense,ElvisP,Nantucket,Consultants,EEE-Project,Slip: e1250,6/6/2013,Yes
Expense,JamesR,Natick,Hand Tools,III-Project,Slip: e1251,6/6/2013,No
Expense,SamS,Needham,Power Tools,NEEDH-Project01,Slip: e1252,6/6/2013,No
Expense,ShawnR,New Ashford,Cleanup Supplies,NEWAS-Project02,Slip: e1253,6/6/2013,No
Expense,TomH,New Bedford,Pavers,OOO-Project,Slip: e1254,6/6/2013,No
Expense,CoreyM,New Braintree,Wood,UUU-Project,Slip: e1255,6/6/2013,No
Expense,ElvisP,New Marlborough,First aid,,Slip: e1256,6/6/2013,No
Expense,JamesR,New Salem,Plants,AAA-Project,Slip: e1257,6/7/2013,No
Expense,SamS,Newbury,Landscape Supplies,EEE-Project,Slip: e1258,6/7/2013,No
Expense,ShawnR,Newburyport,Snacks,III-Project,Slip: e1259,6/7/2013,No
Expense,TomH,Newton,Consultants,NEWTO-Project01,Slip: e1260,6/7/2013,No
Expense,CoreyM,Norfolk,Hand Tools,NORFO-Project02,Slip: e1261,6/7/2013,No
Expense,ElvisP,North Adams,Power Tools,OOO-Project,Slip: e1262,6/7/2013,No
Expense,JamesR,North Andover,Cleanup Supplies,UUU-Project,Slip: e1263,6/7/2013,No
Expense,SamS,North Attleborough,Pavers,,Slip: e1264,6/7/2013,No
Expense,ShawnR,North Brookfield,Wood,AAA-Project,Slip: e1265,6/8/2013,No
Expense,TomH,North Reading,First aid,EEE-Project,Slip: e1266,6/8/2013,No
Expense,CoreyM,Northampton,Plants,III-Project,Slip: e1267,6/8/2013,No
Expense,ElvisP,Northborough,Landscape Supplies,NORTH-Project01,Slip: e1268,6/8/2013,No
Expense,JamesR,Northbridge,Snacks,NORTH-Project02,Slip: e1269,6/8/2013,No
Expense,SamS,Northfield,Consultants,OOO-Project,Slip: e1270,6/8/2013,No
Expense,ShawnR,Norton,Hand Tools,UUU-Project,Slip: e1271,6/8/2013,No
Expense,TomH,Norwell,Power Tools,,Slip: e1272,6/8/2013,No
Expense,CoreyM,Norwood,Cleanup Supplies,AAA-Project,Slip: e1273,6/9/2013,No
Expense,ElvisP,Oak Bluffs,Pavers,EEE-Project,Slip: e1274,6/9/2013,No
Expense,JamesR,Oakham,Wood,III-Project,Slip: e1275,6/9/2013,Yes
Expense,SamS,Orange,First aid,OOO-Project,Slip: e1276,6/9/2013,No
Expense,ShawnR,Orleans,Plants,ORLEA-Project01,Slip: e1277,6/9/2013,No
Expense,TomH,Otis,Landscape Supplies,OTIS-Project02,Slip: e1278,6/9/2013,No
Expense,CoreyM,Oxford,Snacks,UUU-Project,Slip: e1279,6/9/2013,No
Expense,ElvisP,Palmer,Consultants,,Slip: e1280,6/9/2013,No
Expense,JamesR,Paxton,Hand Tools,AAA-Project,Slip: e1281,6/10/2013,No
Expense,SamS,Peabody,Power Tools,EEE-Project,Slip: e1282,6/10/2013,No
Expense,ShawnR,Pelham,Cleanup Supplies,III-Project,Slip: e1283,6/10/2013,No
Expense,TomH,Pembroke,Pavers,OOO-Project,Slip: e1284,6/10/2013,No
Expense,CoreyM,Pepperell,Wood,PEPPE-Project01,Slip: e1285,6/10/2013,No
Expense,ElvisP,Peru,First aid,PERU-Project02,Slip: e1286,6/10/2013,No
Expense,JamesR,Petersham,Plants,UUU-Project,Slip: e1287,6/10/2013,No
Expense,SamS,Phillipston,Landscape Supplies,,Slip: e1288,6/10/2013,No
Expense,ShawnR,Pittsfield,Snacks,AAA-Project,Slip: e1289,6/11/2013,No
Expense,TomH,Plainfield,Consultants,EEE-Project,Slip: e1290,6/11/2013,No
Expense,CoreyM,Plainville,Hand Tools,III-Project,Slip: e1291,6/11/2013,No
Expense,ElvisP,Plymouth,Power Tools,OOO-Project,Slip: e1292,6/11/2013,No
Expense,JamesR,Plympton,Cleanup Supplies,PLYMP-Project01,Slip: e1293,6/11/2013,No
Expense,SamS,Princeton,Pavers,PRINC-Project02,Slip: e1294,6/11/2013,No
Expense,ShawnR,Provincetown,Wood,UUU-Project,Slip: e1295,6/11/2013,No
Expense,TomH,Quincy,First aid,,Slip: e1296,6/11/2013,No
Expense,CoreyM,Randolph,Plants,AAA-Project,Slip: e1297,6/12/2013,No
Expense,ElvisP,Raynham,Landscape Supplies,EEE-Project,Slip: e1298,6/12/2013,No
Expense,JamesR,Reading,Snacks,III-Project,Slip: e1299,6/12/2013,No
Expense,SamS,Rehoboth,Consultants,OOO-Project,Slip: e1300,6/12/2013,Yes
Expense,ShawnR,Revere,Hand Tools,REVER-Project01,Slip: e1301,6/12/2013,No
Expense,TomH,Richmond,Power Tools,RICHM-Project02,Slip: e1302,6/12/2013,No
Expense,CoreyM,Rochester,Cleanup Supplies,UUU-Project,Slip: e1303,6/12/2013,No
Expense,ElvisP,Rockland,Pavers,,Slip: e1304,6/12/2013,No
Expense,JamesR,Rockport,Wood,AAA-Project,Slip: e1305,6/13/2013,No
Expense,SamS,Rowe,First aid,EEE-Project,Slip: e1306,6/13/2013,No
Expense,ShawnR,Rowley,Plants,III-Project,Slip: e1307,6/13/2013,No
Expense,TomH,Royalston,Landscape Supplies,OOO-Project,Slip: e1308,6/13/2013,No
Expense,CoreyM,Russell,Snacks,RUSSE-Project01,Slip: e1309,6/13/2013,No
Expense,ElvisP,Rutland,Consultants,RUTLA-Project02,Slip: e1310,6/13/2013,No
Expense,JamesR,Salem,Hand Tools,UUU-Project,Slip: e1311,6/13/2013,No
Expense,SamS,Salisbury,Power Tools,,Slip: e1312,6/13/2013,No
Expense,ShawnR,Sandisfield,Cleanup Supplies,AAA-Project,Slip: e1313,6/14/2013,No
Expense,TomH,Sandwich,Pavers,EEE-Project,Slip: e1314,6/14/2013,No
Expense,CoreyM,Saugus,Wood,III-Project,Slip: e1315,6/14/2013,No
Expense,ElvisP,Savoy,First aid,OOO-Project,Slip: e1316,6/14/2013,No
Expense,JamesR,Scituate,Plants,SCITU-Project01,Slip: e1317,6/14/2013,No
Expense,SamS,Seekonk,Landscape Supplies,SEEKO-Project02,Slip: e1318,6/14/2013,No
Expense,ShawnR,Sharon,Snacks,UUU-Project,Slip: e1319,6/14/2013,No
Expense,TomH,Sheffield,Consultants,,Slip: e1320,6/14/2013,No
Expense,CoreyM,Shelburne,Hand Tools,AAA-Project,Slip: e1321,6/15/2013,No
Expense,ElvisP,Sherborn,Power Tools,EEE-Project,Slip: e1322,6/15/2013,No
Expense,JamesR,Shirley,Cleanup Supplies,III-Project,Slip: e1323,6/15/2013,No
Expense,SamS,Shrewsbury,Pavers,OOO-Project,Slip: e1324,6/15/2013,No
Expense,ShawnR,Shutesbury,Wood,SHUTE-Project01,Slip: e1325,6/15/2013,Yes
Expense,TomH,Somerset,First aid,SOMER-Project02,Slip: e1326,6/15/2013,No
Expense,CoreyM,Somerville,Plants,UUU-Project,Slip: e1327,6/15/2013,No
Expense,ElvisP,South Hadley,Landscape Supplies,,Slip: e1328,6/15/2013,No
Expense,JamesR,Southampton,Snacks,AAA-Project,Slip: e1329,6/16/2013,No
Expense,SamS,Southborough,Consultants,EEE-Project,Slip: e1330,6/16/2013,No
Expense,ShawnR,Southbridge,Hand Tools,III-Project,Slip: e1331,6/16/2013,No
Expense,TomH,Southwick,Power Tools,OOO-Project,Slip: e1332,6/16/2013,No
Expense,CoreyM,Spencer,Cleanup Supplies,SPENC-Project01,Slip: e1333,6/16/2013,No
Expense,ElvisP,Springfield,Pavers,SPRIN-Project02,Slip: e1334,6/16/2013,No
Expense,JamesR,Sterling,Wood,UUU-Project,Slip: e1335,6/16/2013,No
Expense,SamS,Stockbridge,First aid,,Slip: e1336,6/16/2013,No
Expense,ShawnR,Stoneham,Plants,AAA-Project,Slip: e1337,6/17/2013,No
Expense,TomH,Stoughton,Landscape Supplies,EEE-Project,Slip: e1338,6/17/2013,No
Expense,CoreyM,Stow,Snacks,III-Project,Slip: e1339,6/17/2013,No
